code_iata,code_oaci,name,iso_country,latitude_deg,longitude_deg
UVO,AYUZ,Uvol Airport,PG,-6.0178,150.9557
TLW,AYVL,Talasea Airport,PG,-5.2726,150.0089
TCJ,AYVM,Torembi Airport,PG,-4.0165,143.1329
VAI,AYVN,Vanimo Airport,PG,-2.6926,141.3028
TON,AYVO,Tonu Airport,PG,-6.6552,155.4326
WUV,AYVW,Wuvulu Island Airport,PG,-1.73611111111,142.836666667
WAO,AYWB,Wabo Airport,PG,-6.98944444444,145.075111111
WTT,AYWC,Wantoat Airport,PG,-6.1325,146.467777778
WBM,AYWD,Wapenamanda Airport,PG,-5.635293,143.892231
WAJ,AYWF,Wawoi Falls Airport,PG,-6.9523,142.6557
AGL,AYWG,Wanigela Airport,PG,-9.3375,149.155556
WNU,AYWH,Wanuma Airport,PG,-4.8961,145.3213
WBC,AYWJ,Wapolu Airport,PG,-9.3376,150.5093
WWK,AYWK,Wewak International Airport,PG,-3.58383011818,143.669006348
WOA,AYWO,Wonenara Airport,PG,-6.796861111110001,145.891944444
WKN,AYWQ,Wakunai Airport,PG,-5.8603,155.2223
WSU,AYWS,Wasu Airport,PG,-5.96170944919,147.19822526
WTP,AYWT,Woitape Airport,PG,-8.545833,147.2525
WUG,AYWU,Wau Airport,PG,-7.345556,146.718611
YVD,AYXE,Yeva Airport,PG,-7.548,146.188
SMJ,AYXI,Sim Airport,PG,-7.75,146.9273
TLO,AYXO,Tol Airport,PG,-4.98083019257,152.009994507
WPM,AYXP,Wipim Airport,PG,-8.78822,142.882004
WEP,AYXW,Weam Airport,PG,-8.6184,141.1381
AYY,AYY,Arugam Bay SPB,LK,6.86,81.82388888890002
KYX,AYYE,Yalumet Airport,PG,-6.09,147.0117
YEQ,AYYK,Yenkis(Yankisa) Airport,PG,-5.10972222222,143.917666667
TCK,AYYL,Tinboli Airport,PG,-4.0949,143.3838
LNF,AYYM,Munbil Airport,PG,-4.855941,141.220165
RAX,AYYO,Oram Airport,PG,-9.632916666669995,148.048055556
KPE,AYYP,Yapsiei Airport,PG,-4.6280555555600005,141.094166667
KSX,AYYR,Yasuru Airport,PG,-6.6015,146.1813
ZEN,AYZA,Zenag Airport,PG,-6.9522222222200005,146.61625
SWR,AYZI,Silur Airport,PG,-4.52988888889,153.054444444
WUM,AYZM,Wasum Airport,PG,-6.0491,149.337
SIZ,AYZN,Sissano Airport,PG,-2.99944444444,142.0445
OSG,AYZS,Ossima Airport,PG,-2.91555555556,141.297305556
ZXT,AZ-0001,Zabrat Airport,AZ,40.494884,49.977065
HAE,AZ15,Lava Falls Heliport,US,36.1916007996,-113.092002869
AZB,AZB,Amazon Bay Airport,PG,-10.2991666667,149.338333333
BAJ,BAJ,Bali Airport,PG,-4.88333333333,149.133333333
BCW,BCW,Benguera Island Airport,MZ,-21.8533,35.438301
BCZ,BCZ,Milyakburra Airport,AU,-13.7808333333,136.201666667
HKV,BG-HKV,Malevo Airfield,BG,41.871799,25.604799
JAM,BG-JAM,Bezmer Air Base,BG,42.454899,26.3522
JEG,BGAA,Aasiaat Airport,GL,68.721802,-52.784698
AOQ,BGAG,Aappilattoq Heliport,GL,72.88703,-55.596287
AGM,BGAM,Tasiilaq Heliport,GL,65.612296,-37.618335
LLU,BGAP,Alluitsup Paa Heliport,GL,60.46445,-45.56917
QUV,BGAQ,Aappilattoq Heliport,GL,60.148357,-44.286916
JRK,BGAR,Arsuk Heliport,GL,61.176828,-48.419698
QUW,BGAS,Ammassivik Heliport,GL,60.597376,-45.382445
QGQ,BGAT,Attu Heliport,GL,67.940663,-53.62187
UAK,BGBW,Narsarsuaq Airport,GL,61.1605,-45.425999
JCH,BGCH,Qasigiannguit Heliport,GL,68.822816,-51.173447
CNP,BGCO,Neerlerit Inaat Airport,GL,70.743103,-22.650499
QFG,BGET,Eqalugaarsuit Heliport,GL,60.61972,-45.914062
QFN,BGFD,Narsarmijit Heliport,GL,60.004694,-44.656935
JGR,BGGD,Kangilinnguit Heliport,GL,61.22896,-48.09698
GOH,BGGH,Nuuk Airport,GL,64.191066,-51.67914
JGO,BGGN,Qeqertarsuaq Heliport,GL,69.251182,-53.514876
IKE,BGIA,Ikerasak Heliport,GL,70.498145,-51.303084
QFI,BGIG,Iginniarfik Heliport,GL,68.147226,-53.173528
QRY,BGIK,Ikerassaarsuk Heliport,GL,68.140881,-53.441459
XIQ,BGIL,Ilimanaq Heliport,GL,69.080915,-51.114315
IUI,BGIN,Innarsuit Heliport,GL,73.199895,-56.010817
IOQ,BGIS,Isortoq Heliport,GL,65.547792,-38.976552
QJI,BGIT,Ikamiut Heliport,GL,68.634253,-51.832262
JJU,BGJH,Qaqortoq Heliport,GL,60.715684,-46.029919
JAV,BGJN,Ilulissat Airport,GL,69.243202,-51.057098
QPW,BGKA,Kangaatsiaq Heliport,GL,68.312657,-53.460208
KUS,BGKK,Kulusuk Airport,GL,65.573601,-37.1236
KUZ,BGKM,Kuummiut Heliport,GL,65.863935,-36.997919
KHQ,BGKQ,Kullorsuaq Heliport,GL,74.57805,-57.226828
KGQ,BGKS,Kangersuatsiaq Heliport,GL,72.381092,-55.536586
QJE,BGKT,Kitsissuarsuit Heliport,GL,68.857926,-53.123295
IOT,BGLL,Illorsuit Heliport,GL,71.241944,-53.562877
JSU,BGMQ,Maniitsoq Airport,GL,65.412498,-52.9394
JNN,BGNN,Nanortalik Heliport,GL,60.141884,-45.232977
JUU,BGNQ,Nuugaatsiaq Heliport,GL,71.538769,-53.205038
JNS,BGNS,Narsaq Heliport,GL,60.917283,-46.059923
NIQ,BGNT,Niaqornat Heliport,GL,70.789385,-53.662945
NSQ,BGNU,Nuussuaq Heliport,GL,74.109853,-57.065037
JFR,BGPT,Paamiut Airport,GL,62.014736,-49.670937
PQT,BGQE,Qeqertaq Heliport,GL,69.995861,-51.300917
NAQ,BGQQ,Qaanaaq Airport,GL,77.488602,-69.388702
QJH,BGQT,Qassimiut Heliport,GL,60.780959,-47.156249
OBY,BGSC,Ittoqqortoormiit Heliport,GL,70.488229,-21.97168
SFJ,BGSF,Kangerlussuaq Airport,GL,67.010446,-50.715294
SGG,BGSG,Sermiligaaq Heliport,GL,65.90592,-36.378254
SRK,BGSI,Siorapaluk Heliport,GL,77.786517,-70.638657
QOQ,BGSO,Saarloq Heliport,GL,60.537778,-46.024722
JHS,BGSS,Sisimiut Airport,GL,66.951302,-53.729301
SAE,BGST,Saattut Heliport,GL,70.811172,-51.63129
SVR,BGSV,Savissivik Heliport,GL,76.018613,-65.117683
TQA,BGTA,Tasiusaq Heliport,GL,73.373055,-56.06028
THU,BGTL,Pituffik Space Base,GL,76.531197,-68.703201
TQI,BGTN,Tiniteqilaaq Heliport,GL,65.892027,-37.783409
XEQ,BGTQ,Tasiusaq Heliport,GL,60.194305,-44.813447
JUV,BGUK,Upernavik Airport,GL,72.790199,-56.1306
UMD,BGUM,Uummannaq Heliport,GL,70.680428,-52.11163
JQA,BGUQ,Qaarsut Airport,GL,70.7342,-52.696201
JUK,BGUT,Ukkusissat Heliport,GL,71.049438,-51.890016
BHL,BHL,Bahía de los Ángeles Airport,MX,28.9786,-113.560997
BHT,BHT,Brighton Downs Airport,AU,-23.363333,141.562778
AEY,BIAR,Akureyri Airport,IS,65.656573,-18.072018
BIU,BIBD,Bildudalur Airport,IS,65.641296,-23.5462
BGJ,BIBF,Borgarfjörður eystri Airport,IS,65.516769,-13.81578
BJD,BIBK,Bakkafjörður Airport,IS,66.02189636230469,-14.824399948120115
BLO,BIBL,Blönduós Airport,IS,65.644997,-20.2875
BQD,BIBR,Búðardalur Airport,IS,65.07530212402344,-21.80030059814453
BXV,BIBV,Breiðdalsvík Airport,IS,64.790037,-14.043927
DJU,BIDV,Djúpivogur Airport,IS,64.642372,-14.277297
EGS,BIEG,Egilsstaðir Airport,IS,65.2833023071289,-14.401399612426758
FAS,BIFF,Fáskrúðsfjörður Airport,IS,64.931456,-14.047957
FAG,BIFM,Fagurhólsmýri Airport,IS,63.874699,-16.6411
GUU,BIGF,Grundarfjörður Airport,IS,64.991402,-23.224701
GJR,BIGJ,Gjögur Airport,IS,65.9953,-21.3269
GRY,BIGR,Grímsey Airport,IS,66.5458,-18.0173
HVK,BIHK,Hólmavík Airport,IS,65.704697,-21.6964
HFN,BIHN,Hornafjörður Airport,IS,64.295601,-15.2272
FLI,BIHT,Holt Airport,IS,66.0141804294,-23.4416913986
HZK,BIHU,Húsavík Airport,IS,65.952301,-17.426001
HLO,BIID,Ingjaldssanður Airport,IS,66.05000305175781,-23.69610023498535
IFJ,BIIS,Ísafjörður Airport,IS,66.058098,-23.1353
KEF,BIKF,Keflavik International Airport,IS,63.985001,-22.6056
OPA,BIKP,Kópasker Airport,IS,66.310799,-16.4667
SAK,BIKR,Sauðárkrókur Airport,IS,65.73169708249999,-19.5727996826
NOR,BINF,Norðfjörður Airport,IS,65.131897,-13.7464
OFJ,BIOF,Ólafsfjörður Airport,IS,66.083298,-18.6667
PFJ,BIPA,Patreksfjörður Airport,IS,65.555801,-23.965
RHA,BIRE,Reykhólar Airport,IS,65.45262908935547,-22.20611572265625
OLI,BIRF,Rif Airport,IS,64.9114,-23.823099
RFN,BIRG,Raufarhöfn Airport,IS,66.406403,-15.9183
RKV,BIRK,Reykjavík Domestic Airport,IS,64.128732,-21.93759
MVA,BIRL,Reykjahlíð Airport,IS,65.6558,-16.9181
SIJ,BISI,Siglufjörður Airport,IS,66.137847,-18.908157
SYK,BIST,Stykkishólmur Airport,IS,65.058851,-22.764616
TEY,BITE,Þingeyri Airport,IS,65.8703,-23.559999
THO,BITN,Þórshöfn Airport,IS,66.218498,-15.3356
VEY,BIVM,Vestmannaeyjar Airport,IS,63.42430114746094,-20.27890014648437
VPN,BIVO,Vopnafjörður Airport,IS,65.720596,-14.8506
BJE,BJE,Baleela Airport,SD,11.1994444444,28.5230555556
BJQ,BJQ,Bahja Airport,OM,19.8730555556,56.0677777778
BJT,BJT,Bentota River Waterdrome,LK,6.431,79.996
PRN,BKPR,Priština Adem Jashari International Airport,XK,42.5728,21.035801
BMQ,BMQ,Bamburi Airport,KE,-3.983363,39.730982
BNF,BNF,Baranof Warm Springs Float and Seaplane Base,US,57.088799,-134.833146
BNV,BNV,Boana Airport,PG,-6.426631,146.826697
BVL,BO-BVL,Baures Airport,BO,-13.654426,-63.704718
BOV,BOV,Boang Airport,PG,-3.3834,153.2812
BQV,BQV,Bartlett Cove Seaplane Base,US,58.4552,-135.884995
CJZ,BR-0263,Pedro Vieira Moreira Airport,BR,-6.8827,-38.61583
VDC,BR-0569,Glauber de Andrade Rocha Airport,BR,-14.907885,-40.914804
AAI,BR-2149,Arraias Airport,BR,-13.025154,-46.884107
ITN,BR-2152,Tertuliano Guedes de Pinho Airport,BR,-14.8105,-39.290401
LEP,BR-2171,Leopoldina Airport,BR,-21.468226,-42.727076
CPU,BR-2235,Cururupu Airport,BR,-1.820006,-44.864065
CTQ,BR-2236,Santa Vitória do Palmar Airport,BR,-33.502038,-53.344911
APY,BR-2757,Alto Parnaíba Airport,BR,-9.083611,-45.950558
JRN,BR-3086,Juruena Airport,BR,-10.305833,-58.489445
STZ,BR-3133,Santa Terezinha Airport,BR,-10.464722,-50.518612
MTG,BR-3150,Vila Bela da Santíssima Trindade Airport,BR,-14.995499,-59.945662
ALT,BR-ALT,Alenquer Municipal Airport,BR,-1.917,-54.7231
NSB,BS-NSB,Bimini North Seaplane Base,BS,25.767,-79.25
BSV,BSV,Besakoa Airport,MG,-15.6725,47.061667
BTZ,BTZ,Betong International Airport,TH,5.79,101.15
HUK,BW-HUK,Hukuntsi Airport,BW,-23.9897,21.758101
BWJ,BWJ,Bawan Airport,PG,-6.396944444440001,146.881666667
BXL,BXL,Blue Lagoon Seaplane Base,FJ,-16.943,177.368
TXC,BY-0001,Orsha Airport - Balbasovo Air Base,BY,54.439999,30.2967
BYA,BYA,Boundary Airport,US,64.077678,-141.122088
BYL,BYL,Bella Yella Airport,LR,7.36916666667,-9.99372222222
BYV,BYV,Beira Lake Seaplane Base,LK,6.9294444444400005,79.85416666670001
BCV,BZ-BCV,Hector Silva Airstrip,BZ,17.269603,-88.776496
BGK,BZ-BGK,Big Creek Airport,BZ,16.519369,-88.407913
CUK,BZ-CUK,Caye Caulker Airport,BZ,17.735015,-88.032862
CYC,BZ-CYC,Caye Chapel Airport,BZ,17.683792,-88.044985
CZH,BZ-CZH,Corozal Airport,BZ,18.3822,-88.411903
DGA,BZ-DGA,Dangriga Airport,BZ,16.98251,-88.230988
INB,BZ-INB,Independence Airport,BZ,16.53456,-88.441615
MDB,BZ-MDB,Melinda Airport,BZ,17.004299,-88.304199
ORZ,BZ-ORZ,H.E Alfredo Martinez (Tower Hill) Airstrip,BZ,18.046767,-88.583858
PND,BZ-PND,Punta Gorda Airport,BZ,16.1024,-88.808296
SJX,BZ-SJX,Sartaneja Airport,BZ,18.3561,-88.130798
SPR,BZ-SPR,John Greif II Airport,BZ,17.9139,-87.9711
SQS,BZ-SQS,Matthew Spain Airport,BZ,17.185898,-89.009936
STU,BZ-STU,Santa Cruz Airport,BZ,18.2721004486084,-88.456298828125
SVK,BZ-SVK,Silver Creek Airport,BZ,16.728338,-88.369174
TZA,BZ-TZA,Sir Barry Bowen Municipal Airport,BZ,17.517239,-88.195775
BZB,BZB,Bazaruto Island Airport,MZ,-21.5411,35.4729
BZM,BZM,Bemolanga Airport,MG,-17.6925,45.0888333333
PFM,CA-0297,Primrose Airport,CA,55.390002,-111.1198
YSV,CA-0322,Saglek Airport,CA,58.474312,-62.653999
YRR,CA-0446,Stuart Island Airstrip,CA,50.409447,-125.131617
YMV,CA-0504,Mary River Aerodrome,CA,71.324167,-79.356944
YHC,CA-0841,Hakai Passage Water Aerodrome,CA,51.669733,-128.08181
YMF,CA-0923,Montague Harbour Seaplane Base,CA,48.89225,-123.39215
PYS,CA92,Paradise Skypark Airport,US,39.71029,-121.616528
YBW,CAB3,Bedwell Harbour Seaplane Base,CA,48.75,-123.233001709
YTP,CAB4,Tofino Harbour Seaplane Base,CA,49.155,-125.91
ZNA,CAC8,Nanaimo Harbour Water Aerodrome,CA,49.169813,-123.933845
YZZ,CAD4,Trail Regional Airport,CA,49.055599,-117.609001
YMB,CAD5,Merritt Airport,CA,50.122504,-120.745368
YHH,CAE3,Campbell River Seaplane Base,CA,50.049999,-125.25
YWS,CAE5,Whistler/Green Lake Water Aerodrome,CA,50.1436004639,-122.948997498
YBF,CAE9,Bamfield Seaplane Base,CA,48.835967,-125.137453
YIG,CAF6,Big Bay Seaplane Base,CA,50.3923,-125.1372
CJH,CAG3,Chilko Lake (Tsylos Park Lodge) Airport,CA,51.625797,-124.144478
YPT,CAG8,Pender Harbour Seaplane Base,CA,49.623785,-124.024884
ZOF,CAH2,Ocean Falls Seaplane Base,CA,52.3666992188,-127.717002869
YCA,CAH3,Courtenay Airpark,CA,49.679237,-124.98064
CFQ,CAJ3,Creston Valley Regional Airport - Art Sutcliffe Field,CA,49.03689956665,-116.49800109863
YAA,CAJ4,Anahim Lake Airport,CA,52.451501,-125.303776
DGF,CAL3,Douglas Lake Airport,CA,50.1654600485,-120.171273351
JHL,CAL4,Fort MacKay/Albian Aerodrome,CA,57.2238998413,-111.418998718
ZTS,CAL9,Tahsis Seaplane Base,CA,49.92,-126.655
DUQ,CAM3,Duncan Airport,CA,48.754534,-123.709702
YHS,CAP3,Sechelt-Gibsons Airport,CA,49.4606018066,-123.71900177
YKK,CAP7,Kitkatla Seaplane Base,CA,53.7999992371,-130.432998657
ZQS,CAQ6,Queen Charlotte City Seaplane Base,CA,53.25282,-132.074214
WPL,CAQ8,Powell Lake Seaplane Base,CA,49.887335,-124.53372
XQU,CAT4,Qualicum Beach Airport,CA,49.337456,-124.393086
YMP,CAT5,Port McNeill Airport,CA,50.57348,-127.027702
YRN,CAU8,Rivers Inlet Seaplane Base,CA,51.683985,-127.264044
YTG,CAV5,Sullivan Bay Seaplane Base,CA,50.885359,-126.831069
YMU,CAV7,Mansons Landing Seaplane Base,CA,50.07137,-124.98362
YAV,CAW7,Mayne Island Seaplane Base,CA,48.852241,-123.301982
YSX,CAW8,Bella Bella/Shearwater Seaplane Base,CA,52.150002,-128.08299
YGG,CAX6,Ganges Seaplane Base,CA,48.8545,-123.4969
YTB,CAY4,Hartley Bay Seaplane Base,CA,53.416698,-129.25
YZA,CAZ5,Cache Creek-Ashcroft Regional Airport,CA,50.775258,-121.321314
ZEL,CBBC,Bella Bella (Campbell Island) Airport,CA,52.185001,-128.156994
CBC,CBC,Cherrabun Airport,AU,-18.917777777800005,125.537777778
YPB,CBS8,Alberni Valley Regional Airport,CA,49.321899,-124.931
YBO,CBW4,Bob Quinn Lake Airport,CA,56.966702,-130.25
TNS,CBX5,Tungsten (Cantung) Airport,CA,61.956901550293,-128.20300292969
TUX,CBX7,Tumbler Ridge Airport,CA,55.025001525879,-120.93499755859
YWM,CCA6,Williams Harbour Airport,CA,52.567377,-55.784883
YSO,CCD4,Postville Airport,CA,54.9105,-59.78507
YBI,CCE4,Black Tickle Airport,CA,53.469836,-55.787501
YHG,CCH4,Charlottetown Airport,CA,52.765774,-56.11237
YFX,CCK4,St. Lewis (Fox Harbour) Airport,CA,52.372799,-55.673901
YHA,CCP4,Port Hope Simpson Airport,CA,52.528099060058594,-56.28609848022461
YRG,CCZ2,Rigolet Airport,CA,54.1796989440918,-58.45750045776367
KGN,CD-0037,Kasongo-Lunda Airport,CD,-6.468027,16.805012
DVK,CDK2,Diavik Airport,CA,64.5113983154,-110.289001465
JOJ,CDL7,Doris Lake,CA,68.1252746582,-106.585281372
ZFW,CEB5,Fairview Airport,CA,56.081401825,-118.434997559
YJP,CEC4,Jasper-Hinton Airport,CA,53.319199,-117.752998
YLE,CEM3,Whatì Airport,CA,63.13169860839844,-117.24600219726562
YDC,CER3,Drayton Valley Industrial Airport,CA,53.265800476074,-114.95999908447
NML,CER4,Fort McMurray / Mildred Lake Airport,CA,57.0555992126,-111.573997498
CFM,CET2,Conklin (Leismer) Airport,CA,55.695301,-111.278999
KWD,CF-0012,Kavadja Airport,CF,7.964938,23.526018
GSL,CFA7,Taltheilei Narrows Airport,CA,62.5980987549,-111.542999268
XMP,CFC4,Macmillan Pass Airport,CA,63.181098938,-130.20199585
DAS,CFF4,Great Bear Lake Airport,CA,66.703053,-119.716816
YFI,CFG6,Fort Mackay / Firebag,CA,57.275833,-110.976666
YOE,CFM4,Donnelly Airport,CA,55.7094,-117.094002
TIL,CFQ4,Cheadle Airport,CA,51.057498931885,-113.62400054932
OKG,CG-OKG,Okoyo Airport,CG,-1.4483300447464,15.073300361633
CGA,CGA,Craig Seaplane Base,US,55.478802,-133.147995
CGG,CGG,Casiguran Airport,PH,16.1941,122.0651
GHK,CGK2,Gahcho Kue,CA,63.435198,-109.144812
CHP,CHP,Circle Hot Springs Airport,US,65.485496521,-144.610992432
CIV,CIV,Chomley Seaplane Base,US,55.217,-132.21
LRQ,CJC8,Laurie River Airport,CA,56.2486000061,-101.304000854
YDJ,CJL2,Hatchet Lake Airport,CA,58.662498474121,-103.53800201416
YDU,CJL8,Kasba Lake Airport,CA,60.291900634766,-102.50199890137
YFL,CJN8,Fort Reliance Seaplane Base,CA,62.7,-109.167
XCL,CJS3,Cluff Lake Airport,CA,58.3911018372,-109.51599884
YKE,CJT3,Knee Lake Airport,CA,54.915298,-94.798103
SUR,CJV7,Summer Beaver Airport,CA,52.70859909057617,-88.54190063476562
CKD,CJX,Crooked Creek Airport,US,61.870315,-158.137636
YTT,CJY3,Tisdale Airport,CA,52.836700439453,-104.06700134277
YAX,CKB6,Wapekeka Airport,CA,53.84920120239258,-89.57939910888672
WNN,CKL3,Wunnumin Lake Airport,CA,52.893902,-89.2892
YBS,CKM8,Opapimiskan Lake Airport,CA,52.6067008972,-90.3768997192
YNO,CKQ3,North Spirit Lake Airport,CA,52.4900016784668,-92.97109985351562
CKR,CKR,Crane Island Airstrip,US,48.5978,-122.9979
CKU,CKU,Cordova Municipal Airport,US,60.5438995361,-145.727005005
YDW,CKV4,North of Sixty Airport,CA,60.316398620605,-103.12899780273
CKX,CKX,Chicken Airport,US,64.066495,-141.951342
CMT,CMT,New Cametá Airport,BR,-2.2468,-49.56
CMZ,CMZ,Caia Airport,MZ,-17.8331,35.3341
TVS,CN-0005,Tangshan Sannühe Airport,CN,39.7178,118.002625
ZKL,CN-0051,Zigong Fengming Airport,CN,29.376484,104.625789
BZX,CN-0062,Bazhong Enyang Airport,CN,31.73842,106.644872
DFA,CN-0073,Shangluo Airport,CN,33.708533,110.249284
HSC,CN-0079,Shaoguan Danxia Airport,CN,24.9786,113.420998
JGS,CN-0081,Jinggangshan Airport,CN,26.856899,114.737
DWS,CN-0157,Morin Dawa Banner Airport,CN,48.38745,124.43127
LCT,CN-0177,Shijiazhuang Luancheng Airport,CN,37.91305,114.59166
WHN,CN-0178,Wuhan Hannan Municipal Airport,CN,30.25521,114.062805
NAY,CN-0188,Beijing Nanjiao Airport,CN,39.48595,116.37236
PFA,CN-0193,Harbin Pingfang Airport,CN,45.59886,126.65808
PNJ,CN-0217,Penglai Shahekou Airport,CN,37.80473,120.80954
CBZ,CN-0218,Binzhou Dagao General Aviation Airport,CN,37.61055,117.885699
DDR,CN-0236,Rikaze Dingri Airport,CN,28.604567,86.798
HQL,CN-0237,Tashikuergan Hongqilafu Airport,CN,37.661333,75.288877
JDE,CN-0253,Jiande Qiandaohu General Airport,CN,29.360905,119.180829
HLJ,CN-0268,Zhaodong Beidahuang General Airport,CN,46.12779,125.77354
TYC,CN-0300,Taiyuan Yaocheng Airport,CN,37.50312,112.424126
WRH,CN-0329,Orku Baikouquan Airport (under construction),CN,46.018127,85.655293
JRJ,CN-0347,Ganzhou Ruijin Airport,CN,25.960236,116.077016
APJ,CN-0354,Ali Pulan Airport,CN,30.3975,81.138611
ZFL,CN-0359,Zhaosu Tianma Airport,CN,43.088477,81.223013
YEH,CN-0362,Yinchuan Yueyahu Airport,CN,38.588095,106.539788
LCS,CN-0384,Longchuan Guangsong Airport,CN,24.26652,97.9048
LFH,CN-0385,Lanping Fenghua General Airport,CN,26.64518,99.54419
ZGN,CN-0412,Zhongshan Ferry Port,CN,22.519296,113.361307
BZJ,CN-0413,Bozhou Airport (under construction),CN,33.560777,115.911859
BKV,CN-0414,Bailing Airport,CN,41.656944,110.3125
HJB,CN-0415,Hejing Bayinbuluke Airport,CN,42.976395,83.995543
OTQ,CN-0416,Otog Front Banner Oljoq Airport,CN,38.1712,107.3905
JBK,CN-0417,Qitai Jiangbulake Airport,CN,44.166086,89.55014
LIJ,CN-0422,Lishui Airport,CN,28.3727,119.839
YHJ,CN-0423,Nanchang Yaohu Airport,CN,28.700972,116.107694
OTO,CN-0427,Otog Banner Wulan Airport,CN,39.03139,107.98889
XBE,CNE3,Bearskin Lake Airport,CA,53.965599060058594,-91.0271987915039
YNP,CNH2,Natuashish Airport,CA,55.913898,-61.184399
YWR,CNJ8,White River Seaplane Base,CA,48.6269,-85.223297
YPD,CNK4,Parry Sound Area Municipal Airport,CA,45.2575,-79.829697
XBR,CNL3,Brockville - Thousand Islands Regional Tackaberry Airport,CA,44.6394004822,-75.7502975464
KIF,CNM5,Kingfisher Lake Airport,CA,53.01250076293945,-89.85530090332031
LCR,CO-LCR,Virgilio Barco Vargas (La Chorrera) Airport,CO,-1.456361,-72.801086
YEB,CPF2,Bar River Airport,CA,46.421233,-84.096478
CPI,CPI,Cape Orford Airport,PG,-5.44833333333,152.081944444
YSI,CPS9,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,CA,45.173302,-80.137497
KEW,CPV8,Keewaywin Airport,CA,52.9911,-92.836403
ACO,CR-0006,Cóbano Airport,CR,9.693365,-85.091216
KFM,CRL4,Kirby Lake Airport,CA,55.355598,-110.637001
YSA,CSB2,Sable Island Landing Strip,CA,43.930951,-59.996147
YLS,CSH4,Lebel-sur-Quevillon Airport,CA,49.0303001404,-77.0171966553
YNX,CSK6,Snap Lake Airport,CA,63.593601,-110.905998
SSQ,CSR8,La Sarre Airport,CA,48.917198181152,-79.178596496582
YKU,CSU2,Chisasibi Airport,CA,53.80559921264648,-78.91690063476562
ZTB,CTB6,Tête-à-la-Baleine Airport,CA,50.67440032958984,-59.38359832763672
ZKG,CTK6,Kégashka Airport,CA,50.195801,-61.2658
YWQ,CTM3,Chute-Des-Passes/Lac Margane Seaplane Base,CA,49.9434,-71.138
CTP,CTP,Carutapera Airport,BR,-1.225365,-46.019057
YAU,CTP9,Donaldson Airport,CA,61.6622009277,-73.3214035034
ZGS,CTT5,La Romaine Airport,CA,50.259553,-60.674357
YFG,CTU2,Fontanges Airport,CA,54.553901672363,-71.173301696777
ZLT,CTU5,La Tabatière Airport,CA,50.8307991027832,-58.97560119628906
CUJ,CUJ,Culion Airport,PH,11.8553,119.9378
CVL,CVL,Cape Vogel Airport,PG,-9.67,150.019722222
CXC,CXC,Chitina Airport,US,61.582901,-144.427002
YAB,CYAB,Arctic Bay Airport,CA,73.006101,-85.04616
YAC,CYAC,Cat Lake Airport,CA,51.7272,-91.824402
YAR,CYAD,La Grande-3 Airport,CA,53.5717010498,-76.19640350339999
YAG,CYAG,Fort Frances Municipal Airport,CA,48.655749,-93.44349
YAH,CYAH,La Grande-4 Airport,CA,53.754699707,-73.6753005981
YAL,CYAL,Alert Bay Airport,CA,50.582199,-126.916
YAM,CYAM,Sault Ste Marie Airport,CA,46.483216,-84.508467
XKS,CYAQ,Kasabonika Airport,CA,53.52470016479492,-88.6427993774414
YKG,CYAS,Kangirsuk Airport,CA,60.027199,-69.999199
YAT,CYAT,Attawapiskat Airport,CA,52.927502,-82.4319
YAY,CYAY,St. Anthony Airport,CA,51.391909,-56.08321
YAZ,CYAZ,Tofino / Long Beach Airport,CA,49.079833,-125.775583
YBA,CYBA,Banff Airport,CA,51.208222,-115.540624
YBB,CYBB,Kugaaruk Airport,CA,68.535711,-89.805508
YBC,CYBC,Baie-Comeau Airport,CA,49.1325,-68.204399
QBC,CYBD,Bella Coola Airport,CA,52.387501,-126.596001
YBE,CYBE,Uranium City Airport,CA,59.561401,-108.481003
YBY,CYBF,Bonnyville Airport,CA,54.304199,-110.744003
YBG,CYBG,CFB Bagotville / Saguenay-Bagotville Airport,CA,48.331908,-70.992909
YBK,CYBK,Baker Lake Airport,CA,64.29889678960001,-96.077796936
YBL,CYBL,Campbell River Airport,CA,49.950802,-125.271004
XTL,CYBQ,Tadoule Lake Airport,CA,58.706308,-98.511057
YBR,CYBR,Brandon Municipal Airport,CA,49.91,-99.951897
YBT,CYBT,Brochet Airport,CA,57.8894,-101.679001
YBV,CYBV,Berens River Airport,CA,52.358898,-97.018303
YBX,CYBX,Lourdes-de-Blanc-Sablon Airport,CA,51.4436,-57.185299
YRF,CYCA,Cartwright Airport,CA,53.682501,-57.042303
YCB,CYCB,Cambridge Bay Airport,CA,69.1081008911,-105.138000488
YCC,CYCC,Cornwall Regional Airport,CA,45.092637,-74.567724
YCD,CYCD,Nanaimo Airport,CA,49.05497,-123.869863
YCE,CYCE,Centralia / James T. Field Memorial Aerodrome,CA,43.285599,-81.508301
YCG,CYCG,Castlegar/West Kootenay Regional Airport,CA,49.296398,-117.632004
YCH,CYCH,Miramichi Airport,CA,47.007801,-65.449203
XCM,CYCK,Chatham Kent Airport,CA,42.3064002991,-82.0819015503
YCL,CYCL,Charlo Airport,CA,47.990799,-66.330299
YCN,CYCN,Cochrane Airport,CA,49.10559844970703,-81.01360321044922
YCO,CYCO,Kugluktuk Airport,CA,67.816408,-115.14307
YCQ,CYCQ,Chetwynd Airport,CA,55.687198638916016,-121.6269989013672
